vertex_index,x,y,z,nx,ny,nz
73,-3.542170,-29.259400,2.662490,0.998489,0.017943,-0.051944
74,-3.543880,-29.222900,2.589920,0.999620,-0.014440,-0.023487
75,-3.541840,-29.176400,2.657920,0.999874,-0.014719,-0.005866
76,-3.541730,-29.147800,2.579810,0.999900,-0.005246,-0.013166
77,-1.335150,-32.041700,1.818270,0.011289,0.999886,-0.010063
78,-1.339270,-32.041500,1.742560,-0.002692,0.999834,0.018023
79,-1.393350,-32.044300,1.768950,-0.006013,0.999666,-0.025118
80,-1.410520,-32.042400,1.826280,0.039161,0.995792,0.082850
81,-0.805674,-32.367100,0.022711,0.020679,0.057293,0.998143
82,-0.861436,-32.342100,0.029796,0.047702,0.076927,0.995895
83,-0.822834,-32.422400,0.029059,0.034948,0.103265,0.994040
84,-0.477033,-34.417300,2.925290,-0.021460,-0.031838,-0.999263
85,-0.526887,-34.475800,2.926200,0.062490,0.023007,-0.997780
86,-0.576284,-34.444500,2.923010,0.010401,0.019116,-0.999763
87,-0.581005,-32.042600,1.737830,0.605633,0.795743,-0.001634
88,-0.581446,-32.073800,1.794790,0.814878,0.579551,0.009735
89,-0.570722,-32.096100,1.739260,0.980926,0.189676,0.042508
90,-2.210830,-31.771400,0.028239,0.007992,0.069440,0.997554
91,-2.170580,-31.823700,0.029607,0.028427,0.043336,0.998656
92,-2.109990,-31.794700,0.024882,0.007160,0.082876,0.996534
93,-1.137400,-32.043300,1.207450,0.047539,0.998857,0.004995
94,-1.080230,-32.045000,1.183970,-0.024839,0.998648,0.045672
95,-1.099600,-30.988200,-0.027091,0.014211,0.071617,-0.997331
96,-1.042060,-30.962200,-0.020985,0.265221,0.123781,-0.956209
97,-1.039500,-31.025100,-0.028417,0.229162,0.133502,-0.964190
98,-8.856930,-32.041200,1.220460,0.000285,0.999992,-0.004030
99,-8.806370,-32.042000,1.259220,0.001481,0.999885,0.015069
100,-8.787950,-32.041500,1.179440,-0.012402,0.999157,-0.039145
101,-1.659530,-31.141800,-0.029437,-0.001943,0.035621,-0.999363
102,-1.599590,-31.124200,-0.025051,0.200866,0.138615,-0.969762
103,-1.588040,-31.226100,-0.029347,-0.008141,0.041201,-0.999118
104,-6.417580,-29.044400,0.093806,0.907189,0.212106,0.363344
105,-6.385260,-29.005100,0.029312,0.553910,0.040114,0.831610
106,-6.429860,-28.966100,0.051957,0.152198,0.988261,-0.013254
107,-4.575370,-30.461800,-0.029593,0.068898,0.021462,-0.997393
108,-4.622720,-30.411800,-0.029833,-0.023865,0.069215,-0.997316
109,-4.513560,-30.399500,-0.023982,0.047273,0.041440,-0.998022
110,-8.446320,-32.043000,2.262990,0.069035,0.997492,-0.015624
111,-8.500620,-32.042300,2.292540,-0.040831,0.998657,-0.031906
112,-8.431970,-32.046900,2.323000,0.015257,0.999546,0.025970
113,-9.314440,-32.041600,1.456900,-0.197268,0.975268,-0.099683
114,-9.243010,-32.042900,1.456110,-0.065339,0.995920,0.062245
115,-9.242040,-32.043200,1.385350,-0.310059,0.950706,0.004658
116,-8.145700,-34.921700,1.505310,-0.000370,0.999832,0.018325
117,-8.155660,-34.927900,1.407700,-0.027574,0.998835,0.039615
118,-8.214720,-34.922000,1.428680,0.061049,0.998100,0.008376
119,-1.135830,-32.042500,1.369660,0.029021,0.998918,0.036341
120,-1.220620,-32.041500,1.421950,-0.010315,0.999921,0.007123
121,-1.117170,-32.050200,1.435940,0.010183,0.999816,0.016236
122,-1.836610,-32.007100,1.602380,-0.970088,0.238995,0.042558
123,-1.843200,-32.066700,1.619070,-0.994004,0.094504,-0.055007
124,-1.843180,-32.015500,1.696620,-0.964609,0.250830,-0.081321
125,-5.015750,-34.923200,2.462190,-0.019098,0.999814,-0.002863
126,-5.068140,-34.924000,2.418160,-0.001718,0.999887,-0.014945
127,-5.074920,-34.927900,2.491010,-0.007536,0.996074,0.088200
128,-0.371784,-32.441100,-0.028723,-0.011969,0.108087,-0.994069
129,-0.382629,-32.373800,-0.029443,0.054366,0.044320,-0.997537
130,-0.285470,-32.385700,-0.020738,0.677794,0.595185,-0.431683
131,-4.930200,-29.446900,0.027052,0.006006,0.121313,0.992596
132,-4.879880,-29.410300,0.025186,-0.159908,0.812554,0.560523
133,-4.935160,-29.385700,0.012164,-0.089805,0.963396,0.252594
134,-2.012100,-31.255200,-0.028957,-0.063272,0.031189,-0.997509
135,-1.945920,-31.290300,-0.027637,0.015450,0.036195,-0.999225
136,-1.989460,-31.349300,-0.028910,0.000785,0.031054,-0.999517
137,-4.616980,-29.542100,-0.029331,0.069487,0.042922,-0.996659
138,-4.653880,-29.455900,-0.029140,0.043491,0.050422,-0.997781
139,-4.561090,-29.467200,-0.015845,-0.011815,0.056005,-0.998361
140,-1.061130,-32.044900,1.524330,-0.037114,0.999302,0.004213
141,-1.026750,-32.042300,1.425970,-0.002681,0.999973,0.006794
142,-5.060380,-30.108300,-0.029967,-0.035711,0.028446,-0.998957
143,-4.971940,-30.100600,-0.028054,0.075402,0.287246,-0.954885
144,-5.014650,-30.178400,-0.029629,0.059041,0.007456,-0.998228
145,-1.409630,-31.136400,0.026602,0.019911,0.146314,0.989038
146,-1.423610,-31.075900,0.016901,-0.330123,0.899980,0.284700
147,-1.480340,-31.100000,0.029057,-0.208052,0.632452,0.746136
148,-1.332200,-31.104900,0.029906,-0.045298,0.075970,0.996081
149,-4.457220,-29.841400,-0.024866,0.024246,0.038508,-0.998964
150,-4.504540,-29.770600,-0.029561,0.109046,0.004678,-0.994026
151,-4.442950,-29.761700,-0.022763,0.016773,0.012332,-0.999783
152,-4.378740,-29.830100,-0.028837,-0.067925,0.043891,-0.996725
153,-1.782860,-33.529600,-0.027269,0.036539,0.070712,-0.996827
154,-1.864690,-33.575000,-0.028442,-0.013685,0.072457,-0.997278
155,-1.844440,-33.516200,-0.022575,-0.003993,0.100648,-0.994914
156,-0.618867,-32.042200,0.698204,-0.006836,0.999478,-0.031571
157,-0.617681,-32.047900,0.779262,-0.000994,0.923939,0.382539
158,-0.536478,-32.047700,0.741870,0.688186,0.717489,-0.107750
159,-4.242260,-29.379100,0.004501,-0.121760,0.988142,0.093544
160,-4.184170,-29.392600,-0.027812,-0.596291,0.621426,-0.508199
161,-4.256220,-29.444000,-0.029754,-0.089307,0.418650,-0.903746
162,-4.346440,-29.381300,-0.018130,-0.037118,0.896187,-0.442122
163,-3.346480,-32.044200,1.061380,0.304450,0.952479,0.009671
164,-3.286080,-32.089300,1.063400,0.626863,0.779129,-0.000711
165,-3.285540,-32.095200,0.979958,0.463732,0.885323,0.033987
166,-1.915420,-31.035200,2.946420,-0.777814,0.623356,-0.080205
167,-1.869030,-31.066000,2.978150,-0.267575,0.310887,0.912005
168,-1.820730,-31.016900,2.979950,-0.329679,0.806435,0.490891
169,-1.822330,-31.021100,2.920230,-0.296762,0.615770,-0.729904
170,-1.145570,-31.053900,-0.026764,0.000871,0.029664,-0.999560
171,-1.096290,-31.107800,-0.029159,-0.015804,0.019820,-0.999679
172,-1.324460,-32.044200,0.387220,-0.012115,0.999651,-0.023484
173,-1.388350,-32.042100,0.423149,-0.035329,0.998990,-0.027762
174,-1.296240,-32.042300,0.453541,0.003868,0.999992,0.000391
175,-3.639830,-29.476700,-0.023325,0.235127,0.239484,-0.941999
176,-3.551810,-29.500200,0.016970,0.875223,0.268589,-0.402299
177,-3.579980,-29.556200,-0.026693,0.619287,0.186478,-0.762699
178,-4.067470,-30.514800,-0.025350,0.000790,0.064271,-0.997932
179,-3.958910,-30.505200,-0.023053,-0.003846,0.035624,-0.999358
180,-4.006040,-30.554800,-0.024640,0.016663,0.057190,-0.998224
181,-3.664100,-31.707100,-0.028973,-0.012536,0.103690,-0.994531
182,-3.743330,-31.666200,-0.028881,0.002786,0.015166,-0.999881
183,-3.692560,-31.624400,-0.028577,0.016507,0.029732,-0.999422
184,-3.142250,-34.924200,1.818510,0.020052,0.999302,0.031507
185,-3.179230,-34.925700,1.889620,0.038963,0.999229,-0.004915
186,-3.106850,-34.929600,1.876430,0.010489,0.999945,-0.000824
187,-6.304900,-28.910000,-0.028183,-0.501649,0.382079,-0.776121
188,-6.301760,-28.886600,0.020666,-0.577979,0.596463,0.556931
189,-6.270200,-28.853000,-0.022496,-0.549950,0.494021,-0.673422
190,-1.772550,-31.342900,0.028778,0.080056,0.096844,0.992075
191,-1.860430,-31.332400,0.029467,0.005301,0.145027,0.989413
192,-1.821200,-31.379000,0.029860,0.011501,0.014463,0.999829
193,-1.368320,-31.100100,-0.029872,0.107283,0.599670,-0.793024
194,-1.374000,-31.037300,0.018441,-0.595769,0.748125,0.292177
195,-1.461610,-32.041500,1.340840,0.013802,0.999903,0.001944
196,-1.515540,-32.042700,1.376350,-0.007586,0.999959,-0.005021
197,-1.465030,-32.041600,1.416570,0.013802,0.999903,0.001944
198,-1.610680,-32.042800,2.174590,0.007963,0.999871,-0.013975
199,-1.667100,-32.042000,2.225010,-0.054511,0.998399,0.015109
200,-1.575450,-32.042600,2.227890,-0.010811,0.999879,0.011199
201,-3.627000,-30.774700,0.947644,-0.662472,0.286857,0.691986
202,-3.594690,-30.798700,1.009970,-0.758195,0.371257,0.536012
203,-3.593240,-30.719200,0.956957,-0.662472,0.286857,0.691986
204,-1.268210,-30.920900,0.011517,-0.491569,0.844373,0.213060
205,-1.301100,-30.970400,-0.026753,-0.460493,0.470824,-0.752510
206,-1.311570,-30.970900,0.020713,-0.626405,0.503613,0.594972
207,-1.710380,-32.043300,1.509470,0.368811,0.745674,-0.554931
208,-1.726900,-32.049900,1.587630,0.480997,0.876272,0.028095
209,-3.553800,-29.939600,0.089330,0.995726,-0.010530,-0.091749
210,-3.559960,-29.914300,0.032706,0.983739,0.000096,-0.179604
211,-3.552000,-29.860400,0.062914,0.995531,-0.002454,-0.094407
212,-3.555880,-29.987500,0.025644,0.859641,0.133217,-0.493226
213,-2.580600,-32.827200,-0.028776,0.005193,0.020138,-0.999784
214,-2.610340,-32.770900,-0.027357,-0.000998,0.024662,-0.999695
215,-2.538640,-32.769800,-0.028122,0.027979,0.082465,-0.996201
216,-4.741940,-31.122900,-0.026304,0.034442,0.020979,-0.999186
217,-4.813930,-31.054700,-0.029021,-0.008810,0.025775,-0.999629
218,-4.721850,-31.053600,-0.023904,-0.003609,0.035662,-0.999357
219,-4.661070,-31.092100,-0.029746,0.002868,0.028332,-0.999594
220,-3.544810,-29.741400,0.313167,0.999985,-0.002231,0.005062
221,-3.543720,-29.707500,0.378395,0.999481,-0.008197,0.031150
222,-3.546170,-29.768200,0.390550,0.999756,0.007836,0.020659
223,-3.541890,-29.821900,0.298346,0.999832,-0.013254,0.012667
224,-2.224200,-31.427900,0.029198,-0.185705,0.096445,0.977861
225,-2.277840,-31.398700,0.016131,-0.097916,0.214210,0.971868
226,-2.272570,-31.470200,0.024799,-0.036149,0.117652,0.992397
227,-2.331180,-31.429600,0.026049,-0.083444,0.212905,0.973503
228,-4.003790,-29.450700,-0.024008,0.033096,0.041530,-0.998589
229,-3.970400,-29.523100,-0.027674,-0.008307,0.031095,-0.999482
230,-4.034270,-29.508500,-0.027422,0.028688,0.033171,-0.999038
231,-4.839440,-31.136200,-0.022534,-0.004615,0.061051,-0.998124
232,-4.864420,-31.220800,-0.029362,0.005007,0.045019,-0.998974
233,-4.939500,-31.152500,-0.027336,-0.000177,0.038841,-0.999245
234,-4.904490,-30.582300,-0.029215,-0.000301,0.125164,-0.992136
235,-4.845300,-30.597700,-0.018295,0.108830,0.159813,-0.981130
236,-4.856470,-30.657900,-0.029340,0.096774,0.095765,-0.990689
237,-3.543380,-31.090900,0.254995,0.999209,0.036750,-0.015185
238,-3.550060,-31.160500,0.327102,0.999835,0.015222,-0.009889
239,-3.542750,-31.171400,0.224907,0.999405,-0.001538,-0.034447
240,-4.617730,-34.925900,1.688610,-0.010543,0.999612,-0.025769
241,-4.536880,-34.923900,1.662360,0.085851,0.995787,0.032220
242,-4.570870,-34.927700,1.606620,0.024213,0.999606,-0.014183
243,-4.632030,-34.926100,1.625730,0.002625,0.999707,0.024076
244,-3.554990,-31.010000,0.103435,0.997566,0.016790,-0.067682
245,-3.552150,-30.969200,0.146890,0.986188,0.032618,-0.162387
246,-3.542070,-31.018800,0.181987,0.999977,-0.004259,-0.005214
247,-3.542280,-30.861500,2.103750,0.997690,0.039182,-0.055484
248,-3.542640,-30.950600,2.100370,0.999562,-0.024949,0.015918
249,-3.542220,-30.904500,2.061790,0.999974,-0.004169,0.005905
250,-3.553090,-31.032200,0.240697,0.999181,0.024619,0.032105
251,-3.543370,-31.102000,0.171881,0.999371,-0.032491,-0.014244
252,-1.970060,-32.042300,2.859200,-0.005732,0.999918,-0.011465
253,-1.917610,-32.047500,2.814480,-0.015798,0.999476,-0.028235
254,-1.987690,-32.042600,2.782160,0.027720,0.999565,-0.010032
255,-3.554030,-29.109600,0.105931,0.909937,0.401191,-0.105167
256,-3.552430,-29.183700,0.104203,0.997232,-0.022197,-0.070959
257,-3.554650,-29.131500,0.047451,0.995589,0.012692,-0.092964
258,-1.087860,-32.084800,0.883379,-0.219998,0.970653,-0.097127
259,-1.123630,-32.095900,0.831681,-0.103755,0.992090,0.070659
260,-1.149990,-32.042300,0.908364,0.157496,0.960958,-0.227498
261,-1.261120,-32.042200,2.453760,-0.090686,0.995754,-0.015800
262,-1.332820,-32.042000,2.387770,-0.014296,0.997974,0.061996
263,-1.320450,-32.047700,2.447670,-0.028909,0.999537,-0.009447
264,-1.254230,-32.042100,2.374320,0.034248,0.998853,-0.033456
265,-4.212390,-31.228900,-0.027876,0.061740,0.007754,-0.998062
266,-4.202830,-31.140900,-0.025396,-0.008306,0.043134,-0.999035
267,-4.147760,-31.212300,-0.027765,-0.010032,0.030531,-0.999483
268,-4.855180,-30.994600,-0.024024,-0.018629,0.020246,-0.999621
269,-4.781620,-30.986300,-0.029125,-0.003159,0.073476,-0.997292
270,-2.505270,-31.776300,0.029428,-0.036898,0.025221,0.999001
271,-2.544740,-31.729300,0.026784,-0.014303,0.013791,0.999803
272,-2.572590,-31.784300,0.028567,-0.021213,0.018523,0.999603
273,-3.943070,-31.501500,0.029843,0.009979,0.015067,0.999837
274,-3.986900,-31.432200,0.026091,-0.042617,0.040384,0.998275
275,-4.009090,-31.502400,0.027862,0.005186,0.023580,0.999709
276,-2.907800,-32.840000,2.972150,0.056900,0.096415,0.993714
277,-3.021220,-32.831400,2.977810,0.056900,0.096415,0.993714
278,-2.946550,-32.900100,2.980200,0.056900,0.096415,0.993714
279,-3.542790,-30.779700,0.916451,0.885575,0.047701,-0.462041
280,-3.542170,-30.821900,0.981400,0.999812,0.017592,0.008173
281,-3.542060,-30.860300,0.911665,0.888056,0.015065,-0.459488
282,-6.426150,-29.023700,0.653574,0.738929,0.670647,0.064933
283,-6.429840,-29.048700,0.598237,0.996838,0.071754,-0.034151
284,-6.448290,-28.992700,0.582914,0.091185,0.959036,-0.268208
285,-6.485490,-29.017500,0.658252,-0.457704,0.886661,0.065872
286,-8.951520,-32.044500,1.407350,0.008884,0.999944,0.005743
287,-9.027010,-32.041300,1.462870,0.008896,0.999909,0.010126
288,-8.968150,-32.044600,1.476780,0.000747,0.999806,0.019686
289,-8.907780,-32.042100,1.465270,-0.020108,0.999614,-0.019161
290,-9.027220,-32.041400,1.213670,-0.015474,0.999880,-0.000919
291,-9.016240,-32.041300,1.137560,-0.011947,0.999903,-0.007218
292,-9.077840,-32.044700,1.169880,-0.002022,0.999980,-0.005940
293,-3.551480,-31.198800,1.522850,0.999747,-0.011853,0.019092
294,-3.545300,-31.210800,1.591770,0.999174,-0.020106,-0.035310
295,-3.550070,-31.275800,1.565790,0.999833,0.018268,-0.000072
296,-3.542840,-31.298000,1.506960,0.999752,-0.006835,-0.021212
297,-0.637660,-34.409300,2.927310,0.017517,-0.010459,-0.999792
298,-0.587230,-34.374500,2.921290,-0.032456,-0.012205,-0.999399
299,-2.315950,-31.353800,-0.004810,-0.610449,0.787700,0.082951
300,-2.582360,-32.102900,0.029903,0.046789,0.044601,0.997909
301,-2.535600,-32.054100,0.029107,-0.048807,0.064661,0.996713
302,-2.630890,-32.028700,0.027143,-0.005949,0.054879,0.998475
303,-3.653710,-31.411600,-0.027908,0.109407,0.055894,-0.992424
304,-3.585670,-31.419500,-0.014244,0.637985,0.069849,-0.766874
305,-3.617460,-31.499700,-0.029976,0.290496,-0.017343,-0.956719
306,-3.592960,-31.011600,0.820536,0.990533,0.019830,0.135833
307,-3.542500,-31.014700,0.772194,0.922484,-0.034942,0.384451
308,-3.560980,-30.945000,0.793672,0.893464,0.197299,0.403478
309,-4.664390,-31.534300,-0.028799,0.021383,0.029001,-0.999351
310,-4.664010,-31.616400,-0.029498,0.041897,0.008699,-0.999084
311,-4.727800,-31.576900,-0.027263,-0.017099,0.040775,-0.999022
312,-1.088240,-32.048000,1.245210,-0.005827,0.999699,-0.023818
313,-1.027540,-32.042200,1.257340,-0.066354,0.997147,-0.035987
314,-1.581000,-33.259800,2.920380,0.632220,0.119896,-0.765456
315,-1.643400,-33.338400,2.921190,-0.013095,-0.023672,-0.999634
316,-1.651770,-33.262100,2.924520,0.010491,0.015592,-0.999823
317,-1.118640,-32.043900,1.299280,0.017699,0.997682,-0.065701
318,-1.500170,-32.041500,1.140310,0.023334,0.998545,0.048624
319,-1.533300,-32.042800,1.050440,-0.005064,0.999987,0.001129
320,-1.579330,-32.041700,1.103600,-0.037231,0.999254,0.010306
321,-1.021540,-32.044100,1.164520,0.034718,0.998904,-0.031378
322,-0.728350,-32.204300,-0.028722,0.048620,0.034561,-0.998219
323,-0.783975,-32.266000,-0.029246,-0.036371,0.023016,-0.999073
324,-0.827544,-32.213400,-0.026689,-0.003882,0.036034,-0.999343
325,-2.074760,-31.155300,-0.003123,-0.383212,0.918661,-0.095974
326,-2.043060,-31.203700,-0.021250,-0.040561,0.144889,-0.988616
327,-2.108090,-31.229700,-0.029209,-0.443495,0.410607,-0.796690
328,-1.990650,-31.173800,-0.027301,-0.421680,0.449768,-0.787334
329,-3.308580,-32.072600,0.896900,0.245948,0.920359,-0.304054
330,-3.371790,-32.093100,0.894191,0.091844,0.921875,-0.376447
331,-3.330400,-32.055300,0.951625,0.236823,0.961028,-0.142621
332,-8.893830,-33.650800,-0.028994,0.033967,0.063321,-0.997415
333,-8.935350,-33.736600,-0.029649,-0.040842,0.027391,-0.998790
334,-8.972410,-33.676800,-0.023723,-0.082498,0.047524,-0.995457
335,-0.562474,-32.067300,0.057921,0.595642,0.746077,0.297622
336,-0.582395,-32.110700,0.092987,0.791708,0.120491,0.598899
337,-0.525235,-32.170300,0.029416,0.753654,0.286916,0.591342
338,-0.730650,-32.093100,0.798477,0.154032,0.861300,0.484187
339,-0.669860,-32.094000,0.827396,-0.044824,0.995124,0.087862
340,-0.704031,-32.041700,0.764063,0.134119,0.892396,0.430861
341,-0.963020,-32.851100,2.934500,0.837214,0.170289,-0.519687
342,-0.975562,-32.821300,2.978700,0.596898,0.138445,0.790282
343,-0.967815,-32.902900,2.973580,0.982230,0.174641,-0.068737
344,-3.900440,-34.097100,2.920080,0.224089,0.120024,-0.967150
345,-3.941240,-34.018900,2.919990,0.061891,0.099189,-0.993142
346,-3.884120,-34.033900,2.928880,0.213996,0.080295,-0.973529
347,-0.397971,-34.318100,2.938900,0.163973,0.973924,-0.156795
348,-0.320733,-34.372800,2.926440,0.736380,0.346705,-0.580981
349,-0.427245,-34.374400,2.921360,0.013877,0.119089,-0.992787
350,-0.808951,-32.042200,0.260576,-0.012123,0.999897,-0.007715
351,-0.750967,-32.041800,0.221307,0.013725,0.996944,-0.076903
352,-0.783739,-32.045900,0.155400,-0.036563,0.996175,-0.079359
353,-0.862738,-32.042000,0.215728,-0.042349,0.993572,-0.104982
354,-1.391800,-32.042900,1.614300,-0.005258,0.999919,0.011587
355,-1.301970,-32.041600,1.655710,-0.000128,0.999990,-0.004470
356,-1.341680,-32.042200,1.574320,0.024148,0.999632,0.012323
357,-1.087010,-33.670300,2.928330,-0.035624,-0.031228,-0.998877
358,-1.132000,-33.714700,2.928110,0.036534,0.037324,-0.998635
359,-1.148790,-33.642100,2.925000,0.032410,-0.012119,-0.999401
360,-1.214140,-32.042000,1.734730,0.029817,0.998294,0.050197
361,-1.188110,-32.044300,1.675070,0.027203,0.998712,0.042835
362,-1.267120,-32.042400,1.705290,0.007255,0.999147,0.040657
363,-1.214230,-32.041700,1.617390,-0.009418,0.999570,-0.027787
364,-1.066030,-33.424000,2.920140,-0.045326,-0.015443,-0.998853
365,-0.989414,-33.379700,2.920230,0.537565,0.235235,-0.809746
366,-0.973187,-33.457300,2.923260,0.693810,0.334496,-0.637762
367,-3.261080,-34.923900,1.500350,-0.029955,0.999492,0.010889
368,-3.185010,-34.926000,1.469070,-0.003272,0.999890,0.014498
369,-3.228470,-34.925200,1.411980,-0.008412,0.999962,0.002387
370,-3.135040,-34.924200,1.423180,0.034057,0.999258,-0.017972
371,-2.009620,-31.229200,2.954130,-0.850960,0.112343,-0.513075
372,-1.989650,-31.131600,2.976660,-0.629863,0.358311,0.689120
373,-1.993950,-31.126600,2.927790,-0.710977,0.307861,-0.632244
374,-0.826179,-34.926300,1.029700,-0.066202,0.963102,0.260866
375,-0.891827,-34.925900,1.017710,0.111222,0.992568,0.049373
376,-0.869323,-34.932400,1.084240,0.134735,0.990874,0.003859
377,-2.854480,-34.925400,1.013230,-0.032312,0.971396,0.235256
378,-2.912340,-34.904200,0.947485,-0.189707,0.902733,0.386114
379,-2.915090,-34.931600,1.006570,0.046102,0.980365,0.191729
380,-1.658730,-32.042300,1.253920,-0.026574,0.999563,0.012964
381,-1.616190,-32.041800,1.302570,-0.026574,0.999563,0.012964
382,-1.604690,-32.044700,1.224150,-0.003487,0.999994,-0.000836
383,-2.221450,-31.379300,-0.029856,-0.220980,0.156187,-0.962691
384,-2.288510,-31.383200,-0.027035,-0.178007,0.433503,-0.883396
385,-2.243210,-31.321100,0.002810,-0.654375,0.753657,0.061601
386,-3.543260,-31.334500,2.132650,0.997442,-0.038800,0.060031
387,-3.551680,-31.395300,2.158160,0.998460,0.024552,0.049748
388,-3.543520,-31.413600,2.094830,0.999831,-0.013741,-0.012218
389,-3.542120,-31.458400,2.139900,0.999322,0.036677,-0.003250
390,-0.779544,-34.546500,2.920550,-0.016293,-0.027452,-0.999490
391,-0.701010,-34.580900,2.919980,0.002727,-0.030505,-0.999531
392,-0.752197,-34.630300,2.924910,-0.024108,0.001969,-0.999707
393,-1.738880,-33.419200,2.920640,-0.024753,0.060293,-0.997874
