vertex_index,x,y,z,nx,ny,nz
338,-5.585430,-4.056650,-0.029880,0.098610,-0.095700,-0.990514
339,-3.663460,-4.417890,2.977710,0.133537,0.668939,0.731224
340,-3.644120,-4.377130,2.936890,0.176364,0.913464,-0.366715
341,-3.701960,-4.367280,2.954500,0.111525,0.977265,-0.180320
342,-5.383930,-5.205350,0.026261,0.035495,-0.003877,0.999362
343,-5.451490,-5.216560,0.028617,0.025578,0.001254,0.999672
344,-5.393280,-5.293610,0.026504,0.012913,0.013642,0.999824
345,-4.677050,-4.480830,0.024504,-0.198996,0.585207,0.786088
346,-5.572250,-3.949060,0.029718,0.209538,0.030519,0.977324
347,-5.505260,-3.968850,0.005179,0.950450,0.305560,0.057255
348,-5.525690,-3.895770,0.025581,0.670727,0.308201,0.674638
349,-5.529140,-3.894730,-0.027126,0.774636,0.238195,-0.585834
350,-4.412120,-4.691420,-0.027708,0.032894,0.095156,-0.994919
351,-4.459240,-4.646690,-0.029645,0.084784,0.046219,-0.995327
352,-4.394120,-4.624890,-0.019752,0.044928,0.084602,-0.995401
353,-0.736859,-7.380910,-0.029837,-0.017586,0.030889,-0.999368
354,-0.781233,-7.323260,-0.026125,-0.004027,0.029752,-0.999549
355,-0.696431,-7.295150,-0.029381,0.052775,0.050154,-0.997346
356,-6.515840,-4.429890,2.495280,-0.054212,0.763347,-0.643710
357,-5.772500,-5.060230,0.029827,0.024958,0.019875,0.999491
358,-5.703270,-5.076680,0.027932,0.020829,0.037914,0.999064
359,-5.753670,-4.988290,0.026640,0.000476,0.029295,0.999571
360,-0.199193,-7.097080,0.540535,0.941262,0.302418,-0.150233
361,-0.216216,-7.042450,0.543850,0.457827,0.886609,-0.065715
362,-0.182225,-7.042710,0.621008,0.452124,0.790832,-0.412515
363,-0.193211,-7.091650,0.462047,0.635737,0.770598,0.044911
364,-6.388310,-4.416200,0.926162,0.590032,0.737279,0.329061
365,-6.456680,-4.436750,0.950925,0.024555,0.968591,0.247446
366,-6.428940,-4.512110,0.605215,0.840270,0.499257,-0.211398
367,-6.426480,-4.548800,0.711424,0.962031,0.116724,-0.246722
368,-6.485680,-5.590080,2.473360,-0.121982,0.178407,-0.976366
369,-6.433540,-5.554800,2.481040,0.612751,0.032942,-0.789589
370,-6.422790,-5.658970,2.479920,0.765960,-0.018806,-0.642614
371,-6.462670,-5.499500,2.470280,0.233981,-0.008843,-0.972201
372,-3.940450,-6.135980,0.029639,0.020603,-0.008208,0.999754
373,-3.863370,-6.129560,0.028103,0.060372,0.042950,0.997252
374,-3.905610,-6.058450,0.029558,0.092901,0.091299,0.991481
375,-5.509020,-4.183650,-0.028610,-0.002345,0.098088,-0.995175
376,-5.608590,-4.155660,-0.019896,0.093395,0.067624,-0.993330
377,-5.563270,-4.115230,-0.012811,0.075265,-0.005377,-0.997149
378,-5.423800,-4.885690,-0.029854,0.066194,-0.003884,-0.997799
379,-5.408190,-4.823110,-0.027061,-0.003011,0.017476,-0.999843
380,-5.338090,-4.821330,-0.029924,-0.009067,0.056340,-0.998370
381,-6.374810,-4.573250,0.824508,0.995075,-0.034880,-0.092784
382,-6.374980,-4.657500,0.854357,0.993683,0.016851,-0.110953
383,-6.408210,-4.621500,0.758343,0.955002,0.065434,-0.289292
384,-0.148449,-9.713810,-0.026990,0.043949,0.018736,-0.998858
385,-0.187664,-9.764040,-0.029658,0.028237,0.011258,-0.999538
386,-2.252460,-9.341060,2.920940,0.019183,0.006225,-0.999797
387,-2.160270,-9.354440,2.929480,-0.024837,0.024051,-0.999402
388,-2.224030,-9.420640,2.920230,0.006599,0.046726,-0.998886
389,-1.024550,-9.980350,1.722010,0.037817,0.998542,0.038528
390,-1.125990,-9.973790,1.741150,0.004618,0.999949,0.008943
391,-1.062850,-9.974730,1.813650,-0.027281,0.999244,-0.027689
