face_index,centroid_x,centroid_y,centroid_z,normal_x,normal_y,normal_z
211,0.087526,-7.357823,2.949700,0.716920,0.688084,-0.112101
212,-0.026848,-7.294953,2.922277,0.063910,-0.047259,-0.996836
213,-0.555003,-7.295687,2.923163,0.009785,-0.037384,-0.999253
214,-0.344750,-7.042773,0.538358,0.010532,0.999829,-0.015175
215,-0.490668,-7.956973,2.952237,0.955988,0.256438,0.142572
216,-0.485786,-9.974300,2.699267,0.005385,0.999724,-0.022862
217,0.152662,-7.443597,2.942930,0.235019,0.297161,-0.925452
218,-1.032750,-7.044433,2.776847,-0.008421,0.998930,0.045483
219,-1.063050,-7.044463,2.817137,0.019181,0.999517,-0.024465
220,-1.185767,-9.973507,1.645563,-0.005383,0.999948,0.008678
221,-1.132890,-7.043727,0.256774,0.010684,0.999448,-0.031462
222,-3.884383,-4.874407,0.028454,0.013284,0.038671,0.999164
223,-5.625030,-5.459467,0.025752,0.113914,0.134725,0.984313
224,-0.466616,-7.042777,1.950707,0.003953,0.999928,-0.011323
225,0.179125,-7.494870,2.937240,0.311127,0.199195,-0.929258
226,-0.184666,-7.197997,2.921310,0.002004,-0.040681,-0.999170
227,-0.971822,-7.045453,2.874940,-0.002803,0.999989,-0.003742
228,0.178472,-7.516943,0.014211,0.037864,0.186933,0.981643
229,-0.219732,-7.047093,1.674423,0.173553,0.981274,0.083554
230,0.159273,-7.533590,2.927107,0.127131,-0.048926,-0.990679
231,-1.166533,-9.765443,-0.029538,0.013079,0.008777,-0.999876
232,-1.966090,-9.974240,2.615743,0.019249,0.999674,0.016796
233,-0.780841,-7.634373,2.921403,0.006556,-0.040565,-0.999155
234,-0.441918,-7.174987,2.920613,-0.016908,0.004973,-0.999845
235,-5.908643,-4.267773,-0.028200,-0.009509,0.083305,-0.996479
236,-0.612456,-7.043047,2.893810,0.027076,0.998960,0.036679
237,-0.778076,-9.975030,0.283754,-0.051502,0.998206,-0.030544
238,-5.046377,-4.453900,2.940390,0.096547,0.975566,-0.197356
239,-2.525777,-8.183003,-0.026178,0.033270,-0.006719,-0.999424
240,-0.274601,-9.929867,0.818932,0.060861,0.977256,-0.203140
241,-0.982984,-7.528473,2.922073,-0.066148,-0.062634,-0.995842
242,-1.490273,-8.423523,0.027308,0.056226,0.043651,0.997463
243,-0.280105,-7.047220,0.283536,0.123128,0.983616,-0.131679
244,-1.178177,-8.889630,2.923577,0.102949,-0.190662,-0.976243
245,-1.194350,-8.931240,2.923260,0.149938,0.099867,-0.983639
246,-2.235190,-9.974920,2.293987,0.002096,0.999620,0.027486
247,-2.282133,-9.968480,2.295070,0.264648,0.959646,0.095084
248,-0.216458,-7.063200,2.059327,0.919377,0.277681,0.278639
249,-3.547950,-5.038087,0.976409,0.945404,0.233472,-0.227380
250,-3.548690,-5.037740,0.934370,0.952888,0.229957,0.197798
251,-0.310857,-7.504627,2.921150,0.013459,-0.011625,-0.999842
252,-0.716613,-9.977930,1.779527,0.046652,0.998087,0.040570
253,-0.708031,-9.977003,1.819167,0.017603,0.994804,-0.100280
254,-0.479037,-7.043313,1.853383,0.022524,0.999744,-0.001960
255,-0.263267,-7.044433,2.494353,-0.040581,0.998856,0.025300
256,-4.060740,-4.438277,2.951947,-0.034689,0.895375,-0.443959
257,-0.215735,-7.429710,2.921817,0.066388,0.129701,-0.989328
258,-0.093745,-7.395960,2.925317,-0.065647,0.115298,-0.991159
259,-5.338550,-4.578540,-0.021786,0.165948,0.035994,-0.985477
260,-3.413193,-3.842533,2.941773,0.722793,0.659236,-0.207312
261,-5.503273,-4.006607,-0.016728,0.179102,0.500767,-0.846850
262,-5.483457,-4.015293,0.002143,0.905542,0.422901,0.033902
263,-4.514313,-4.530347,-0.025130,0.095066,0.069021,-0.993075
264,-1.694923,-7.046037,0.150255,0.007165,0.990863,-0.134680
265,-0.328916,-7.058380,0.034354,0.035424,0.999246,-0.015900
266,-0.349892,-7.046843,2.310300,0.012885,0.997203,0.073620
267,-1.671987,-8.543617,-0.028643,-0.026684,0.051625,-0.998310
268,-2.053617,-11.302500,2.928787,-0.033924,0.083239,-0.995952
269,-0.245314,-7.044467,0.694030,-0.011116,0.998698,0.049777
270,-0.233157,-7.044367,0.729174,-0.045501,0.998245,-0.037895
271,-1.044900,-7.044083,2.228623,0.064405,0.997537,0.027800
272,-1.032567,-7.044047,2.267823,0.006150,0.998143,-0.060601
273,0.045499,-7.452547,2.921957,0.061829,-0.006036,-0.998068
274,-0.108138,-7.321953,2.923067,0.001911,-0.138035,-0.990426
275,-0.245569,-7.044567,1.789967,0.049527,0.991165,-0.123044
276,-0.009104,-7.525987,2.923963,-0.031474,-0.059729,-0.997718
277,-0.049854,-7.540533,2.923650,0.076885,-0.008338,-0.997005
278,-0.531647,-8.136973,2.922040,0.020945,0.000930,-0.999780
279,-0.293715,-9.975430,1.478330,-0.013863,0.999900,0.002909
280,-0.109111,-9.780587,0.026954,0.015914,0.026769,0.999515
281,-0.224000,-7.302123,2.921057,-0.017968,-0.021515,-0.999607
282,-0.226450,-7.044340,1.868227,0.111223,0.991037,0.073998
283,-0.267679,-7.047713,0.613395,0.255812,0.952024,-0.167957
284,-0.679566,-8.221477,2.921280,-0.033477,-0.015212,-0.999324
285,-0.808932,-7.043270,2.468323,-0.025559,0.999597,0.012335
286,-1.859623,-10.940167,0.026033,0.057088,0.098977,0.993451
287,-0.168164,-7.079073,0.644364,0.802699,-0.070029,-0.592258
288,-0.205307,-7.060800,1.552123,0.981472,0.189488,0.028393
289,-2.479187,-7.055337,0.088304,-0.023781,0.999703,-0.005357
290,-0.201951,-7.066100,1.659250,0.980504,-0.026493,-0.194706
291,-0.524612,-7.043570,1.873780,-0.014590,0.999544,0.026435
292,-0.260433,-7.044820,1.751293,0.100587,0.993983,0.043349
293,-0.305948,-7.042560,1.925620,-0.005299,0.999978,-0.003865
294,-3.274943,-9.983550,1.888383,0.945505,0.154043,0.286865
295,-4.666820,-10.862633,2.925140,0.145268,-0.020879,-0.989172
296,-4.908587,-4.479483,-0.025097,-0.053945,0.106382,-0.992861
297,-0.795804,-9.892630,-0.024943,0.021575,0.024332,-0.999471
298,-0.283137,-9.977490,1.341800,0.053198,0.994938,0.085253
299,-0.292822,-9.977357,1.379640,0.105814,0.993905,-0.030919
300,-1.627713,-9.862707,0.029089,-0.014222,0.031661,0.999397
301,-0.241669,-9.976400,0.134361,0.262384,0.868615,0.420313
302,0.083080,-7.444040,-0.028841,-0.037993,0.011029,-0.999217
303,-6.428060,-11.794167,0.627601,0.995009,0.020097,-0.097745
304,0.208391,-9.491137,-0.004849,0.887738,0.064862,-0.455758
305,-0.501449,-9.721187,-0.028772,0.001489,0.056968,-0.998375
306,-0.168014,-7.093663,-0.010131,0.525560,0.553394,-0.646175
307,-0.831189,-9.035030,0.028263,-0.016273,0.024641,0.999564
308,-1.028510,-8.867340,0.027561,0.054555,0.101755,0.993312
309,-1.239983,-8.939377,-0.028715,-0.012647,0.029668,-0.999480
310,-0.381490,-7.042900,0.497739,0.013729,0.999824,-0.012784
311,-0.365008,-7.043080,0.459701,0.003910,0.999933,0.010862
312,-0.520335,-7.729443,0.022576,0.248921,0.229680,0.940896
313,-0.095716,-7.398847,0.028988,0.034691,0.034124,0.998815
314,-0.059100,-7.399773,0.028717,-0.029032,0.021779,0.999341
315,-0.024752,-7.282383,-0.024576,0.143347,0.003917,-0.989665
316,0.011851,-7.314337,-0.024734,-0.029716,0.122154,-0.992066
317,-0.851090,-7.587960,-0.027789,0.053389,0.044216,-0.997594
318,-0.805027,-7.584843,-0.027483,-0.045719,0.037589,-0.998247
319,-5.586453,-5.462633,0.026398,-0.099441,0.213656,0.971835
320,-0.144890,-9.744017,-0.027678,0.033737,0.026719,-0.999074
321,-1.054833,-9.974630,1.352487,0.041417,0.999096,-0.009616
322,-1.016852,-9.974750,1.367150,-0.017116,0.999112,-0.038506
323,-0.320198,-9.976477,1.554323,0.046564,0.998915,-0.000547
324,-0.289269,-9.976357,1.524090,-0.007467,0.998931,0.045616
325,-4.698720,-4.641243,2.924773,-0.041793,-0.169949,-0.984566
326,-4.727627,-4.665093,2.924937,0.154790,0.053599,-0.986492
327,-0.885561,-7.047427,1.484943,-0.059644,0.986712,0.151136
328,-4.517350,-4.500603,2.921430,-0.019443,0.015518,-0.999691
329,-3.500337,-3.851133,2.921693,0.018922,-0.033030,-0.999275
330,-0.285625,-7.075683,2.967523,0.003486,0.414911,0.909855
331,-0.246536,-7.081190,2.970417,-0.021071,0.418920,0.907779
332,-0.917918,-7.046340,1.557070,0.004968,0.984605,-0.174723
333,-4.216383,-5.042717,-0.028719,-0.009977,0.033059,-0.999404
334,-6.380717,-4.751540,0.875287,0.984423,-0.070326,-0.161141
335,-5.702583,-3.994883,-0.028019,0.035618,-0.017190,-0.999218
336,-1.826640,-8.561643,0.027874,0.007930,0.071649,0.997398
337,-5.108513,-5.215830,0.028648,0.034849,-0.002745,0.999389
338,-3.491283,-4.173290,0.026022,0.127176,0.051885,0.990522
339,-6.504343,-5.106487,2.473420,-0.065913,0.142961,-0.987531
340,-6.489060,-5.135957,2.472170,0.052407,-0.085270,-0.994979
341,-3.380870,-7.043167,1.862160,-0.012717,0.999373,0.033050
342,-3.900203,-4.841543,0.027915,0.023655,0.010397,0.999666
343,-5.608533,-3.837973,0.004195,-0.066498,0.997691,-0.013811
344,-6.378123,-4.609353,0.853917,0.979393,0.065687,0.190981
345,-6.380597,-4.568073,0.861740,0.987455,-0.021381,0.156446
346,-6.398117,-5.240250,0.954827,0.919307,-0.147989,0.364657
347,-6.413767,-4.703190,0.988490,0.997240,-0.040634,0.062145
348,-4.601417,-4.541547,0.024101,0.131890,-0.064595,0.989158
349,-0.547213,-7.842883,-0.029563,-0.000775,0.007789,-0.999969
350,-5.760263,-4.520913,-0.027596,0.069861,-0.031224,-0.997068
351,-6.278630,-4.847240,2.922810,0.089327,0.072500,-0.993360
352,-5.537667,-3.945640,-0.016939,0.420536,-0.245222,-0.873508
353,-5.542707,-3.875303,0.006044,0.786475,0.616369,-0.039318
354,-6.428353,-4.663160,0.636955,0.998035,0.013797,0.061121
355,-5.006787,-4.749497,0.021592,-0.020114,0.168015,0.985579
356,-5.491780,-4.223730,-0.027862,0.023808,-0.008428,-0.999681
357,-5.779063,-4.006203,-0.027009,0.014439,0.129938,-0.991417
358,-5.713347,-3.920693,0.019463,-0.351088,0.639837,0.683627
359,-4.657853,-4.669220,2.924123,-0.200418,-0.091022,-0.975473
360,-5.581647,-4.435940,0.029448,0.011368,0.000340,0.999935
361,-5.853490,-4.055020,-0.006344,-0.514057,0.825618,0.232595
362,-6.033730,-4.806480,2.924553,-0.115502,0.049383,-0.992079
363,-5.754937,-4.030427,0.025758,0.058730,-0.028673,0.997862
364,-5.456433,-4.522510,-0.029230,0.012068,0.015765,-0.999803
365,-6.449690,-4.489070,0.622497,0.342246,0.741303,-0.577353
366,-5.991910,-4.809883,2.921293,-0.032171,0.038315,-0.998748
367,-6.393843,-5.101407,0.755529,0.866964,0.030288,-0.497449
368,-5.617883,-4.706880,0.026591,0.088571,-0.044766,0.995063
369,-5.677090,-4.143937,0.027075,0.086479,-0.017813,0.996094
370,-5.084990,-4.640197,0.026472,0.082254,0.090215,0.992520
371,-5.673077,-3.965143,-0.026253,0.075248,0.031131,-0.996679
372,-5.681833,-3.910650,-0.026837,0.081093,-0.027632,-0.996323
373,-5.639983,-3.890930,-0.024346,0.061067,-0.032205,-0.997614
374,-5.635940,-4.223107,-0.029051,0.030038,-0.002620,-0.999545
375,-5.472660,-4.087977,-0.028460,0.018959,0.016761,-0.999680
376,-5.493573,-4.152743,2.961683,0.977286,0.071751,0.199410
377,-5.487317,-4.126067,2.946320,0.889644,-0.162323,0.426830
378,-5.572260,-3.876547,2.928607,0.021151,0.315480,-0.948697
379,-5.558840,-3.863317,2.948533,0.816183,0.323836,0.478513
380,-4.808267,-4.704667,0.026617,0.046962,0.034283,0.998308
381,-4.602200,-4.759253,0.026591,0.072576,-0.051846,0.996014
382,-4.897500,-4.459777,2.956433,0.375205,0.493719,0.784515
383,-4.860963,-4.467993,2.961580,-0.325202,0.776866,0.539187
384,-6.375730,-4.912430,0.819706,0.999335,-0.018314,-0.031520
385,-3.522900,-3.825370,2.950427,-0.418143,0.906528,0.057996
386,-0.925880,-7.047483,1.497887,0.095655,0.995058,0.026625
387,-5.937387,-5.213210,2.920970,-0.048878,0.003534,-0.998799
388,-3.480827,-3.816267,2.942563,0.063857,0.996077,0.061264
389,-5.538567,-3.985753,-0.017155,0.367953,0.390155,-0.844032
390,-3.590567,-4.932590,-0.019086,0.439463,-0.198010,-0.876164
391,-3.585210,-4.977633,-0.017822,0.321151,0.169766,-0.931688
