face_index,centroid_x,centroid_y,centroid_z,normal_x,normal_y,normal_z
186,-2.847363,2.148800,4.443590,-0.052135,-0.782318,-0.620694
187,-2.849560,2.151483,4.446787,-0.603788,0.796192,-0.038966
188,-3.127750,2.531617,4.445347,0.572035,0.243867,0.783138
189,-3.017450,2.616040,4.458437,-0.300917,-0.910204,0.284567
190,-0.040261,0.755035,4.713883,0.876067,-0.133407,0.463368
191,-0.731900,0.812171,4.668467,0.681743,0.715465,0.152761
192,-2.546383,2.625470,4.471643,-0.700318,0.555833,0.447890
193,-2.544750,2.623170,4.466590,-0.199557,0.098551,-0.974918
194,-2.544583,2.620047,4.470727,-0.144829,-0.917379,0.370729
195,-2.541413,2.624223,4.470500,0.942805,0.283196,0.175837
196,-1.379347,0.390202,4.601373,0.443744,0.205681,0.872231
197,-1.382990,0.401747,4.603990,0.833709,-0.077783,0.546698
198,-1.758890,1.348937,4.556947,0.529837,0.845444,0.067064
199,-1.760303,1.346057,4.553407,-0.702414,-0.163594,-0.692714
200,-1.761250,1.346127,4.560003,-0.869251,-0.151751,0.470504
201,-1.238863,-0.021920,4.559237,-0.025144,0.984305,-0.174676
202,-1.762327,0.243337,4.585113,-0.875501,-0.099854,0.472786
203,-1.029920,0.624429,4.619960,-0.928255,0.362548,-0.083070
204,-3.057697,-0.025869,4.470000,0.253628,0.550703,-0.795235
205,-1.345180,0.248058,4.606170,-0.726501,0.647359,-0.230483
206,-1.474317,0.238321,4.597137,-0.125344,-0.830168,-0.543241
207,-1.045313,0.454985,4.620457,-0.232898,0.926130,-0.296719
208,-2.350937,0.160133,4.541610,-0.730166,-0.673616,-0.114448
209,1.150740,1.846743,4.829270,0.743360,-0.637554,0.202341
210,2.235927,0.452464,3.256377,-0.075885,0.982703,-0.168924
211,0.092435,1.425210,4.214970,0.933859,0.105821,-0.341626
212,0.106243,1.434623,4.226410,0.221412,-0.298429,-0.928395
213,-1.180487,0.699455,4.596373,-0.444823,-0.834575,-0.324988
214,-2.655420,2.619497,4.468070,0.734454,0.678518,0.013814
215,1.445300,1.651383,4.854853,-0.888320,0.439288,-0.133842
216,0.731874,2.564843,4.673513,0.743253,0.375688,0.553564
217,0.729812,2.564343,4.669193,0.139113,-0.569219,-0.810332
218,0.727019,2.568070,4.670413,-0.172625,0.984483,-0.031535
219,0.726955,2.563973,4.673280,-0.669694,-0.630338,0.392662
220,2.079477,2.581940,4.655543,-0.656227,-0.145657,0.740372
221,1.036143,2.644693,4.766127,0.496652,-0.765074,-0.409876
222,-1.946607,2.043103,4.518673,-0.176105,-0.775279,-0.606571
223,-1.148957,-0.073437,1.736863,-0.771244,0.504871,0.387669
224,-1.554120,1.554597,4.584010,-0.465449,0.841353,-0.274742
225,-1.552180,1.552197,4.588337,0.498747,0.101821,0.860746
226,-1.550427,1.551187,4.582273,0.880249,-0.117339,-0.459776
227,-1.554383,1.549800,4.584730,-0.696773,-0.712497,-0.082801
228,-2.534613,2.441687,4.467297,0.124913,-0.503719,-0.854789
229,-1.521247,1.738807,4.598023,-0.151575,-0.158263,-0.975693
230,-1.455707,2.262287,4.591017,0.363924,0.882328,0.298422
231,0.857458,1.643923,4.740017,-0.553093,-0.829922,0.072924
232,-3.205813,1.067460,4.448380,-0.565597,0.824672,-0.003915
233,-2.746380,1.949183,4.452920,0.786807,0.030118,-0.616463
234,0.548595,1.664680,4.704157,-0.216974,0.976116,-0.010926
235,-2.244843,2.603573,4.492793,0.839513,-0.106996,0.532701
236,-2.250737,2.603900,4.494210,-0.647816,-0.298069,0.701063
237,-2.248277,2.606457,4.490847,-0.047027,0.912629,-0.406076
238,-1.254417,0.348342,4.609273,-0.419323,0.885263,0.201191
239,-2.466990,2.447987,4.468270,0.548340,-0.835761,-0.028774
